code,title,division,level
08 32 19,Sliding Wood-Framed Glass Doors,08,3
08 33 00,Coiling Doors and Grilles,08,2
08 33 13,Coiling Counter Doors,08,3
08 33 16,Coiling Counter Grilles,08,3
08 33 23,Overhead Coiling Doors,08,3
08 33 26,Overhead Coiling Grilles,08,3
08 33 33,Side Coiling Doors,08,3
08 33 36,Side Coiling Grilles,08,3
08 34 00,Special Function Doors,08,2
08 34 13,Cold Storage Doors,08,3
08 34 16,Hangar Doors,08,3
08 34 19,Industrial Doors,08,3
08 34 33,Lightproof Doors,08,3
08 34 36,Darkroom Doors,08,3
08 34 46,Radio-Frequency-Interference Shielding Doors,08,3
08 34 49,Radiation Shielding Doors and Frames,08,3
08 34 53,Security Doors and Frames,08,3
08 34 56,Security Gates,08,3
08 34 59,Vault Doors and Day Gates,08,3
08 34 63,Detention Doors and Frames,08,3
08 34 73,Sound Control Door Assemblies,08,3
08 35 00,Folding Doors and Grilles,08,2
08 35 13,Folding Doors,08,3
08 35 16,Folding Grilles,08,3
08 36 00,Panel Doors,08,2
08 36 13,Sectional Doors,08,3
08 36 16,Single-Panel Doors,08,3
08 36 19,Multi-Leaf Vertical Lift Doors,08,3
08 36 23,Telescoping Vertical Lift Doors,08,3
08 38 00,Traffic Doors,08,2
08 38 13,Flexible Strip Doors,08,3
08 38 16,Flexible Traffic Doors,08,3
08 38 19,Rigid Traffic Doors,08,3
08 39 00,Pressure-Resistant Doors,08,2
08 39 13,Airtight Doors,08,3
08 39 19,Watertight Doors,08,3
08 39 53,Blast-Resistant Doors,08,3
08 40 00,"Entrances, Storefronts, and Curtain Walls",08,2
08 41 00,Entrances and Storefronts,08,2
08 41 13,Aluminum-Framed Entrances and Storefronts,08,3
08 41 16,Bronze-Framed Entrances and Storefronts,08,3
08 41 19,Stainless-Steel-Framed Entrances and Storefronts,08,3
08 41 23,Steel-Framed Entrances and Storefronts,08,3
08 41 26,All-Glass Entrances and Storefronts,08,3
08 42 00,Entrances,08,2
08 42 26,All-Glass Entrances,08,3
08 42 29,Automatic Entrances,08,3
08 42 33,Revolving Door Entrances,08,3
08 42 36,Balanced Door Entrances,08,3
08 42 39,Pressure-Resistant Entrances,08,3
08 42 43,Intensive Care Unit/Critical Care Unit Entrances,08,3
08 43 00,Storefronts,08,2
08 43 13,Aluminum-Framed Storefronts,08,3
08 43 16,Bronze-Framed Storefronts,08,3
08 43 19,Stainless-Steel-Framed Storefronts,08,3
08 43 23,Steel-Framed Storefronts,08,3
08 43 26,All-Glass Storefronts,08,3
08 43 29,Sliding Storefronts,08,3
08 44 00,Curtain Wall and Glazed Assemblies,08,2
08 44 13,Glazed Aluminum Curtain Walls,08,3
08 44 16,Glazed Bronze Curtain Walls,08,3
08 44 19,Glazed Stainless-Steel Curtain Walls,08,3
08 44 26,Structural Glass Curtain Walls,08,3
08 44 33,Sloped Glazing Assemblies,08,3
08 45 00,Translucent Wall and Roof Assemblies,08,2
08 45 13,Structured-Polycarbonate-Panel Assemblies,08,3
08 45 23,Fiberglass-Sandwich-Panel Assemblies,08,3
08 50 00,Windows,08,2
08 51 00,Metal Windows,08,2
08 51 13,Aluminum Windows,08,3
08 51 16,Bronze Windows,08,3
08 51 19,Stainless-Steel Windows,08,3
08 51 23,Steel Windows,08,3
08 51 66,Metal Window Screens,08,3
08 51 69,Metal Storm Windows,08,3
08 52 00,Wood Windows,08,2
08 52 13,Metal-Clad Wood Windows,08,3
08 52 16,Plastic-Clad Wood Windows,08,3
08 52 66,Wood Window Screens,08,3
08 52 69,Wood Storm Windows,08,3
08 53 00,Plastic Windows,08,2
08 53 13,Vinyl Windows,08,3
08 53 66,Vinyl Window Screens,08,3
08 53 69,Vinyl Storm Windows,08,3
08 54 00,Composite Windows,08,2
08 54 13,Fiberglass Windows,08,3
08 54 66,Fiberglass Window Screens,08,3
08 54 69,Fiberglass Storm Windows,08,3
08 55 00,Pressure-Resistant Windows,08,2
08 56 00,Special Function Windows,08,2
08 56 19,Pass Windows,08,3
08 56 46,Radio-Frequency-Interference Shielding Windows,08,3
08 56 49,Radiation Shielding Windows,08,3
08 56 53,Security Windows,08,3
08 56 56,Security Window Screens,08,3
08 56 59,Service and Teller Window Units,08,3
08 56 63,Detention Windows,08,3
08 56 66,Detention Window Screens,08,3
08 56 73,Sound Control Windows,08,3
08 60 00,Roof Windows and Skylights,08,2
08 61 00,Roof Windows,08,2
08 61 13,Metal Roof Windows,08,3
08 61 16,Wood Roof Windows,08,3
08 62 00,Unit Skylights,08,2
08 62 13,Domed Unit Skylights,08,3
08 62 16,Pyramidal Unit Skylights,08,3
08 62 19,Vaulted Unit Skylights,08,3
08 63 00,Metal-Framed Skylights,08,2
08 63 13,Domed Metal-Framed Skylights,08,3
08 63 16,Pyramidal Metal-Framed Skylights,08,3
08 63 19,Vaulted Metal-Framed Skylights,08,3
08 63 23,Ridge Metal-Framed Skylights,08,3
08 63 53,Motorized Metal-Framed Skylights,08,3
08 64 00,Plastic-Framed Skylights,08,2
08 67 00,Skylight Protection and Screens,08,2
08 70 00,Hardware,08,2
08 71 00,Door Hardware,08,2
08 71 13,Automatic Door Operators,08,3
08 71 53,Security Door Hardware,08,3
08 71 63,Detention Door Hardware,08,3
08 74 00,Access Control Hardware,08,2
08 74 13,Card Key Access Control Hardware,08,3
08 74 16,Keypad Access Control Hardware,08,3
08 74 19,Biometric Identity Access Control Hardware,08,3
08 75 00,Window Hardware,08,2
08 75 13,Automatic Window Equipment,08,3
08 75 16,Window Operators,08,3
08 78 00,Special Function Hardware,08,2
08 79 00,Hardware Accessories,08,2
08 79 13,Key Storage Equipment,08,3
08 80 00,Glazing,08,2
08 81 00,Glass Glazing,08,2
08 81 13,Decorative Glass Glazing,08,3
08 83 00,Mirrors,08,2
08 83 13,Mirrored Glass Glazing,08,3
08 83 16,Mirrored Plastic Glazing,08,3
08 84 00,Plastic Glazing,08,2
08 84 13,Decorative Plastic Glazing,08,3
08 85 00,Glazing Accessories,08,2
08 87 00,Glazing Surface Films,08,2
08 87 13,Solar Control Films,08,3
08 87 16,Safety Films,08,3
08 87 53,Security Films,08,3
08 88 00,Special Function Glazing,08,2
08 88 19,Hurricane-Resistant Glazing,08,3
08 88 23,Cable Suspended Glazing,08,3
08 88 33,Transparent Mirrored Glazing,08,3
08 88 39,Pressure-Resistant Glazing,08,3
08 88 49,Radiation-Resistant Glazing,08,3
08 88 53,Security Glazing,08,3
08 88 56,Ballistics-Resistant Glazing,08,3
08 90 00,Louvers and Vents,08,2
08 91 00,Louvers,08,2
08 91 13,Motorized Wall Louvers,08,3
08 91 16,Operable Wall Louvers,08,3
08 91 19,Fixed Louvers,08,3
08 91 26,Door Louvers,08,3
08 92 00,Louvered Equipment Enclosures,08,2
08 95 00,Vents,08,2
08 95 13,Soffit Vents,08,3
08 95 16,Wall Vents,08,3
09 00 00,Finishes,09,1
09 01 00,Maintenance of Finishes,09,2
09 05 00,Common Work Results for Finishes,09,2
09 06 00,Schedules for Finishes,09,2
09 08 00,Commissioning of Finishes,09,2
09 10 00,Unassigned,09,2
09 20 00,Plaster and Gypsum Board,09,2
09 21 00,Plaster and Gypsum Board Assemblies,09,2
09 21 13,Plaster Assemblies,09,3
09 21 16,Gypsum Board Assemblies,09,3
09 22 00,Supports for Plaster and Gypsum Board,09,2
09 22 13,Metal Furring,09,3
09 22 16,Non-Structural Metal Framing,09,3
09 22 26,Suspension Systems,09,3
09 22 36,Lath,09,3
09 22 39,Veneer Plaster Base,09,3
09 23 00,Gypsum Plastering,09,2
09 23 13,Acoustical Gypsum Plastering,09,3
09 23 82,Fireproof Gypsum Plastering,09,3
09 24 00,Portland Cement Plastering,09,2
09 24 13,Adobe Finish,09,3
09 24 23,Portland Cement Stucco,09,3
09 24 33,Portland Cement Parging,09,3
09 25 00,Other Plastering,09,2
09 25 13,Acrylic Plastering,09,3
09 25 23,Lime Based Plastering,09,3
09 26 00,Veneer Plastering,09,2
09 26 13,Gypsum Veneer Plastering,09,3
09 27 00,Plaster Fabrications,09,2
09 27 13,Glass-Fiber-Reinforced Plaster Fabrications,09,3
09 27 23,Simulated Plaster Fabrications,09,3
09 28 00,Backing Boards and Underlayments,09,2
09 28 13,Cementitious Backing Boards,09,3
09 28 16,Glass-Mat Faced Gypsum Backing Boards,09,3
09 28 19,Fibered Gypsum Backing Boards,09,3
09 29 00,Gypsum Board,09,2
09 29 82,Gypsum Board Fireproofing,09,3
09 30 00,Tiling,09,2
09 30 13,Ceramic Tiling,09,3
09 30 16,Quarry Tiling,09,3
09 30 19,Paver Tiling,09,3
09 30 23,Glass Mosaic Tiling,09,3
09 30 26,Plastic Tiling,09,3
09 30 29,Metal Tiling,09,3
09 30 33,Stone Tiling,09,3
09 31 00,Thin-Set Tiling,09,2
09 31 13,Thin-Set Ceramic Tiling,09,3
09 31 16,Thin-Set Quarry Tiling,09,3
09 31 19,Thin-Set Paver Tiling,09,3
09 31 23,Thin-Set Glass Mosaic Tiling,09,3
09 31 26,Thin-Set Plastic Tiling,09,3
09 31 29,Thin-Set Metal Tiling,09,3
09 31 33,Thin-Set Stone Tiling,09,3
09 32 00,Mortar-Bed Tiling,09,2
09 32 13,Mortar-Bed Ceramic Tiling,09,3
09 32 16,Mortar-Bed Quarry Tiling,09,3
09 32 19,Mortar-Bed Paver Tiling,09,3
09 32 23,Mortar-Bed Glass Mosaic Tiling,09,3
09 32 26,Mortar-Bed Plastic Tiling,09,3
09 32 29,Mortar-Bed Metal Tiling,09,3
09 32 33,Mortar-Bed Stone Tiling,09,3
09 33 00,Conductive Tiling,09,2
09 33 13,Conductive Ceramic Tiling,09,3
09 33 16,Conductive Quarry Tiling,09,3
09 33 19,Conductive Paver Tiling,09,3
09 33 23,Conductive Glass Mosaic Tiling,09,3
09 33 26,Conductive Plastic Tiling,09,3
09 33 29,Conductive Metal Tiling,09,3
09 33 33,Conductive Stone Tiling,09,3
09 34 00,Waterproofing-Membrane Tiling,09,2
09 34 13,Waterproofing-Membrane Ceramic Tiling,09,3
09 34 16,Waterproofing-Membrane Quarry Tiling,09,3
09 34 19,Waterproofing-Membrane Paver Tiling,09,3
09 34 23,Waterproofing-Membrane Glass Mosaic Tiling,09,3
09 34 26,Waterproofing-Membrane Plastic Tiling,09,3
09 34 29,Waterproofing-Membrane Metal Tiling,09,3
09 34 33,Waterproofing-Membrane Stone Tiling,09,3
09 35 00,Chemical-Resistant Tiling,09,2
09 35 13,Chemical-Resistant Ceramic Tiling,09,3
09 35 16,Chemical-Resistant Quarry Tiling,09,3
09 35 19,Chemical-Resistant Paver Tiling,09,3
09 35 23,Chemical-Resistant Glass Mosaic Tiling,09,3
09 35 26,Chemical-Resistant Plastic Tiling,09,3
09 35 29,Chemical-Resistant Metal Tiling,09,3
09 35 33,Chemical-Resistant Stone Tiling,09,3
09 40 00,Unassigned,09,2
09 50 00,Ceilings,09,2
09 51 00,Acoustical Ceilings,09,2
09 51 13,Acoustical Panel Ceilings,09,3
09 51 23,Acoustical Tile Ceilings,09,3
09 51 33,Acoustical Metal Pan Ceilings,09,3
09 51 53,Direct-Applied Acoustical Ceilings,09,3
09 53 00,Acoustical Ceiling Suspension Assemblies,09,2
09 53 13,Curved Profile Ceiling Suspension Assemblies,09,3
09 53 23,Metal Acoustical Ceiling Suspension Assemblies,09,3
09 53 33,Plastic Acoustical Ceiling Suspension Assemblies,09,3
09 54 00,Specialty Ceilings,09,2
09 54 13,Open Metal Mesh Ceilings,09,3
09 54 16,Luminous Ceilings,09,3
09 54 19,Mirror Panel Ceilings,09,3
09 54 23,Linear Metal Ceilings,09,3
09 54 26,Linear Wood Ceilings,09,3
09 54 33,Decorative Panel Ceilings,09,3
09 54 36,Suspended Decorative Grids,09,3
09 54 43,Stretched-Fabric Ceiling Systems,09,3
09 54 46,Fabric-Wrapped Ceiling Panels,09,3
09 56 00,Textured Ceilings,09,2
09 56 13,Gypsum-Panel Textured Ceilings,09,3
09 56 16,Metal-Panel Textured Ceilings,09,3
09 57 00,Special Function Ceilings,09,2
09 57 53,Security Ceiling Assemblies,09,3
09 58 00,Integrated Ceiling Assemblies,09,2
09 60 00,Flooring,09,2
09 61 00,Flooring Treatment,09,2
09 61 13,Slip-Resistant Flooring Treatment,09,3
09 61 36,Static-Resistant Flooring Treatment,09,3
09 62 00,Specialty Flooring,09,2
09 62 13,Asphaltic Plank Flooring,09,3
09 62 19,Laminate Flooring,09,3
09 62 23,Bamboo Flooring,09,3
09 62 26,Leather Flooring,09,3
09 62 29,Cork Flooring,09,3
09 62 35,Acid-Resistant Flooring,09,3
09 62 48,Acoustic Flooring,09,3
09 63 00,Masonry Flooring,09,2
09 63 13,Brick Flooring,09,3
09 63 40,Stone Flooring,09,3
09 63 43,Composition Stone Flooring,09,3
09 64 00,Wood Flooring,09,2
09 64 16,Wood Block Flooring,09,3
09 64 19,Wood Composition Flooring,09,3
09 64 23,Wood Parquet Flooring,09,3
09 64 29,Wood Strip and Plank Flooring,09,3
09 64 33,Laminated Wood Flooring,09,3
09 64 53,Resilient Wood Flooring Assemblies,09,3
09 64 66,Wood Athletic Flooring,09,3
09 65 00,Resilient Flooring,09,2
09 65 13,Resilient Base and Accessories,09,3
09 65 16,Resilient Sheet Flooring,09,3
09 65 19,Resilient Tile Flooring,09,3
09 65 33,Conductive Resilient Flooring,09,3
09 65 36,Static-Control Resilient Flooring,09,3
09 65 66,Resilient Athletic Flooring,09,3
09 66 00,Terrazzo Flooring,09,2
09 66 13,Portland Cement Terrazzo Flooring,09,3
09 66 16,Terrazzo Floor Tile,09,3
09 66 23,Resinous Matrix Terrazzo Flooring,09,3
09 66 33,Conductive Terrazzo Flooring,09,3
09 67 00,Fluid-Applied Flooring,09,2
09 67 13,Elastomeric Liquid Flooring,09,3
09 67 16,Epoxy-Marble Chip Flooring,09,3
09 67 19,Magnesium-Oxychloride Flooring,09,3
09 67 23,Resinous Flooring,09,3
09 67 26,Quartz Flooring,09,3
09 67 66,Fluid-Applied Athletic Flooring,09,3
09 68 00,Carpeting,09,2
09 68 13,Tile Carpeting,09,3
09 68 16,Sheet Carpeting,09,3
09 69 00,Access Flooring,09,2
09 69 13,Rigid-Grid Access Flooring,09,3
09 69 16,Snap-on Stringer Access Flooring,09,3
09 69 19,Stringerless Access Flooring,09,3
09 69 53,Access Flooring Accessories,09,3
09 69 56,Access Flooring Stairs and Stringers,09,3
09 70 00,Wall Finishes,09,2
09 72 00,Wall Coverings,09,2
09 72 13,Cork Wall Coverings,09,3
09 72 16,Vinyl-Coated Fabric Wall Coverings,09,3
09 72 19,Textile Wall Coverings,09,3
09 72 23,Wallpapering,09,3
09 73 00,Wall Carpeting,09,2
09 74 00,Flexible Wood Sheets,09,2
09 74 13,Wood Wall Coverings,09,3
09 74 16,Flexible Wood Veneers,09,3
09 75 00,Stone Facing,09,2
09 76 00,Plastic Blocks,09,2
09 77 00,Special Wall Surfacing,09,2
09 77 13,Stretched-Fabric Wall Systems,09,3
09 77 23,Fabric-Wrapped Panels,09,3
09 80 00,Acoustic Treatment,09,2
09 81 00,Acoustic Insulation,09,2
09 81 13,Acoustic Board Insulation,09,3
09 81 16,Acoustic Blanket Insulation,09,3
09 81 29,Sprayed Acoustic Insulation,09,3
09 83 00,Acoustic Finishes,09,2
09 83 13,Acoustic Wall Coating,09,3
09 83 16,Acoustic Ceiling Coating,09,3
09 83 22,Acoustic Drapery,09,3
09 84 00,Acoustic Room Components,09,2
09 84 13,Fixed Sound-Absorptive Panels,09,3
09 84 16,Fixed Sound-Reflective Panels,09,3
09 84 23,Moveable Sound-Absorptive Panels,09,3
09 84 26,Moveable Sound-Reflective Panels,09,3
09 84 33,Sound-Absorbing Wall Units,09,3
09 84 36,Sound-Absorbing Ceiling Units,09,3
09 90 00,Painting and Coating,09,2
09 91 00,Painting,09,2
09 91 13,Exterior Painting,09,3
09 91 23,Interior Painting,09,3
09 93 00,Staining and Transparent Finishing,09,2
09 93 13,Exterior Staining and Finishing,09,3
09 93 23,Interior Staining and Finishing,09,3
09 94 00,Decorative Finishing,09,2
09 94 13,Textured Finishing,09,3
09 94 16,Faux Finishing,09,3
09 94 19,Multicolor Interior Finishing,09,3
09 96 00,High-Performance Coatings,09,2
09 96 13,Abrasion-Resistant Coatings,09,3
09 96 23,Graffiti-Resistant Coatings,09,3
09 96 26,Marine Coatings,09,3
09 96 33,High-Temperature-Resistant Coatings,09,3
09 96 35,Chemical-Resistant Coatings,09,3
09 96 43,Fire-Retardant Coatings,09,3
09 96 46,Intumescent Painting,09,3
09 96 53,Elastomeric Coatings,09,3
09 96 56,Epoxy Coatings,09,3
09 96 59,High-Build Glazed Coatings,09,3
09 96 63,Textured Plastic Coatings,09,3
09 96 66,Aggregate Wall Coatings,09,3
09 97 00,Special Coatings,09,2
09 97 13,Steel Coatings,09,3
09 97 23,Concrete and Masonry Coatings,09,3
09 97 26,Cementitious Coatings,09,3
10 00 00,Specialties,10,1
10 01 00,Operation and Maintenance of Specialties,10,2
10 05 00,Common Work Results for Specialties,10,2
10 06 00,Schedules for Specialties,10,2
10 08 00,Commissioning of Specialties,10,2
10 10 00,Information Specialties,10,2
10 11 00,Visual Display Surfaces,10,2
10 11 13,Chalkboards,10,3
10 11 16,Markerboards,10,3
10 11 23,Tackboards,10,3
10 11 33,Sliding Visual Display Units,10,3
10 11 36,Visual Display Conference Units,10,3
10 11 39,Visual Display Rails,10,3
10 11 43,Visual Display Wall Panels,10,3
10 11 46,Visual Display Fabrics,10,3
10 12 00,Display Cases,10,2
10 13 00,Directories,10,2
10 13 13,Electronic Directories,10,3
10 14 00,Signage,10,2
10 14 16,Plaques,10,3
10 14 19,Dimensional Letter Signage,10,3
10 14 23,Panel Signage,10,3
10 14 26,Post and Panel/Pylon Signage,10,3
10 14 33,Illuminated Panel Signage,10,3
10 14 36,Non-Illuminated Panel Signage,10,3
10 14 43,Photoluminescent Signage,10,3
10 14 53,Traffic Signage,10,3
10 14 63,Electronic Message Signage,10,3
10 14 66,Floating Signage,10,3
10 17 00,Telephone Specialties,10,2
10 17 13,Telephone Directory Units,10,3
10 17 16,Telephone Enclosures,10,3
10 17 19,Telephone Shelving,10,3
10 18 00,Informational Kiosks,10,2
10 20 00,Interior Specialties,10,2
10 21 00,Compartments and Cubicles,10,2
10 21 13,Toilet Compartments,10,3
10 21 16,Shower and Dressing Compartments,10,3
10 21 23,Cubicles,10,3
10 22 00,Partitions,10,2
10 22 13,Wire Mesh Partitions,10,3
10 22 16,Folding Gates,10,3
10 22 19,Demountable Partitions,10,3
10 22 23,"Portable Partitions, Screens, and Panels",10,3
10 22 26,Operable Partitions,10,3
10 25 00,Service Walls,10,2
10 25 13,Patient Bed Service Walls,10,3
10 25 16,Modular Service Walls,10,3
10 26 00,Wall and Door Protection,10,2
10 26 13,Corner Guards,10,3
10 26 16,Bumper Guards,10,3
10 26 23,Protective Wall Covering,10,3
10 26 33,Door and Frame Protection,10,3
10 28 00,"Toilet, Bath, and Laundry Accessories",10,2
10 28 13,Toilet Accessories,10,3
10 28 16,Bath Accessories,10,3
10 28 19,Tub and Shower Doors,10,3
10 28 23,Laundry Accessories,10,3
10 30 00,Fireplaces and Stoves,10,2
10 31 00,Manufactured Fireplaces,10,2
10 31 13,Manufactured Fireplace Chimneys,10,3
10 31 16,Manufactured Fireplace Forms,10,3
10 32 00,Fireplace Specialties,10,2
10 32 13,Fireplace Dampers,10,3
10 32 16,Fireplace Inserts,10,3
10 32 19,Fireplace Screens,10,3
10 32 23,Fireplace Doors,10,3
10 32 26,Fireplace Water Heaters,10,3
10 35 00,Stoves,10,2
10 35 13,Heating Stoves,10,3
10 35 23,Cooking Stoves,10,3
10 40 00,Safety Specialties,10,2
10 41 00,Emergency Access and Information Cabinets,10,2
10 41 13,Fire Department Plan Cabinets,10,3
10 41 16,Emergency Key Cabinets,10,3
10 43 00,Emergency Aid Specialties,10,2
10 43 13,Defibrillator Cabinets,10,3
10 43 16,First Aid Cabinets,10,3
10 44 00,Fire Protection Specialties,10,2
10 44 13,Fire Extinguisher Cabinets,10,3
10 44 16,Fire Extinguishers,10,3
10 44 33,Fire Blankets and Cabinets,10,3
10 44 43,Fire Extinguisher Accessories,10,3
10 50 00,Storage Specialties,10,2
10 51 00,Lockers,10,2
10 51 13,Metal Lockers,10,3
10 51 16,Wood Lockers,10,3
10 51 23,Plastic-Laminate-Clad Lockers,10,3
10 51 26,Plastic Lockers,10,3
10 51 33,Glass Lockers,10,3
10 51 43,Wire Mesh Storage Lockers,10,3
10 51 53,Locker Room Benches,10,3
10 55 00,Postal Specialties,10,2
10 55 13,Central Mail Delivery Boxes,10,3
10 55 16,Mail Collection Boxes,10,3
10 55 19,Receiving Boxes,10,3
10 55 23,Mail Boxes,10,3
10 55 26,Parcel Lockers,10,3
10 55 33,Data Distribution Boxes,10,3
10 55 36,Package Depositories,10,3
10 55 91,Mail Chutes,10,3
10 56 00,Storage Assemblies,10,2
10 56 13,Metal Storage Shelving,10,3
10 56 16,Fabricated Wood Storage Shelving,10,3
10 56 19,Plastic Storage Shelving,10,3
10 56 23,Wire Storage Shelving,10,3
10 56 26,Mobile Storage Shelving,10,3
10 56 29,Storage Racks,10,3
10 56 33,Mercantile Storage Assemblies,10,3
10 57 00,Wardrobe and Closet Specialties,10,2
10 57 13,Hat and Coat Racks,10,3
10 57 23,Closet and Utility Shelving,10,3
10 57 33,Closet and Utility Shelving Hardware,10,3
10 60 00,Unassigned,10,2
10 70 00,Exterior Specialties,10,2
10 71 00,Exterior Protection,10,2
10 71 13,Exterior Sun Control Devices,10,3
10 71 16,Storm Panels,10,3
10 73 00,Protective Covers,10,2
10 73 13,Awnings,10,3
10 73 16,Canopies,10,3
10 73 23,Car Shelters,10,3
10 73 26,Walkway Coverings,10,3
10 73 33,Marquees,10,3
10 73 43,Transportation Stop Shelters,10,3
10 74 00,Manufactured Exterior Specialties,10,2
10 74 13,Exterior Clocks,10,3
10 74 23,Cupolas,10,3
10 74 26,Spires,10,3
10 74 29,Steeples,10,3
10 74 33,Weathervanes,10,3
10 74 43,Below-Grade Egress Assemblies,10,3
10 74 46,Window Wells,10,3
10 75 00,Flagpoles,10,2
10 75 13,Automatic Flagpoles,10,3
10 75 16,Ground-Set Flagpoles,10,3
10 75 19,Nautical Flagpoles,10,3
10 75 23,Wall-Mounted Flagpoles,10,3
10 80 00,Other Specialties,10,2
10 81 00,Pest Control Devices,10,2
10 81 13,Bird Control Devices,10,3
10 81 16,Insect Control Devices,10,3
10 81 19,Rodent Control Devices,10,3
10 82 00,Grilles and Screens,10,2
10 82 13,Exterior Grilles and Screens,10,3
10 82 23,Interior Grilles and Screens,10,3
10 83 00,Flags and Banners,10,2
10 83 13,Flags,10,3
10 83 16,Banners,10,3
10 86 00,Security Mirrors and Domes,10,2
10 88 00,Scales,10,2
10 90 00,Unassigned,10,2
11 00 00,Equipment,11,1
11 01 00,Operation and Maintenance of Equipment,11,2
11 05 00,Common Work Results for Equipment,11,2
11 06 00,Schedules for Equipment,11,2
11 08 00,Commissioning of Equipment,11,2
11 10 00,Vehicle and Pedestrian Equipment,11,2
11 11 00,Vehicle Service Equipment,11,2
11 11 13,Compressed-Air Vehicle Service Equipment,11,3
11 11 19,Vehicle Lubrication Equipment,11,3
11 11 23,Tire-Changing Equipment,11,3
11 11 26,Vehicle-Washing Equipment,11,3
11 12 00,Parking Control Equipment,11,2
11 12 13,Parking Key and Card Control Units,11,3
11 12 16,Parking Ticket Dispensers,11,3
11 12 23,Parking Meters,11,3
11 12 26,Parking Fee Collection Equipment,11,3
11 12 33,Parking Gates,11,3
11 13 00,Loading Dock Equipment,11,2
11 13 13,Loading Dock Bumpers,11,3
11 13 16,Loading Dock Seals and Shelters,11,3
11 13 19,Stationary Loading Dock Equipment,11,3
11 13 23,Portable Dock Equipment,11,3
11 13 26,Loading Dock Lights,11,3
11 14 00,Pedestrian Control Equipment,11,2
11 14 13,Pedestrian Gates,11,3
11 14 16,Money-Changing Equipment,11,3
11 14 26,Pedestrian Fare Collection Equipment,11,3
11 14 43,Pedestrian Detection Equipment,11,3
11 14 53,Pedestrian Security Equipment,11,3
11 15 00,"Security, Detention and Banking Equipment",11,2
11 16 00,Vault Equipment,11,2
11 16 13,Safe Deposit Boxes,11,3
11 16 16,Safes,11,3
11 16 23,Vault Ventilators,11,3
11 17 00,Teller and Service Equipment,11,2
11 17 13,Teller Equipment Systems,11,3
11 17 16,Automatic Banking Systems,11,3
11 17 23,Money Handling Equipment,11,3
11 17 33,Money Cart Pass-Through,11,3
11 17 36,Package Transfer Units,11,3
11 18 00,Security Equipment,11,2
11 18 13,Deal Drawers,11,3
11 18 16,Gun Ports,11,3
11 18 23,Valuable Material Storage,11,3
11 19 00,Detention Equipment,11,2
11 19 13,Detention Pass-Through Doors,11,3
11 19 16,Detention Gun Lockers,11,3
11 20 00,Commercial Equipment,11,2
11 21 00,Mercantile and Service Equipment,11,2
11 21 13,Cash Registers and Checking Equipment,11,3
11 21 23,Vending Equipment,11,3
11 21 33,Checkroom Equipment,11,3
11 21 43,Weighing and Wrapping Equipment,11,3
11 21 53,Barber and Beauty Shop Equipment,11,3
11 22 00,Refrigerated Display Equipment,11,2
11 23 00,Commercial Laundry and Dry Cleaning Equipment,11,2
11 23 13,Dry Cleaning Equipment,11,3
11 23 16,Drying and Conditioning Equipment,11,3
11 23 19,Finishing Equipment,11,3
11 23 23,Commercial Ironing Equipment,11,3
11 23 26,Commercial Washers and Extractors,11,3
11 23 33,Coin-Operated Laundry Equipment,11,3
11 23 43,Hanging Garment Conveyors,11,3
11 24 00,Maintenance Equipment,11,2
11 24 13,Floor and Wall Cleaning Equipment,11,3
11 24 16,Housekeeping Carts,11,3
11 24 19,Vacuum Cleaning Systems,11,3
11 24 23,Window Washing Systems,11,3
11 25 00,Hospitality Equipment,11,2
11 25 13,Registration Equipment,11,3
11 26 00,Unit Kitchens,11,2
11 26 13,Metal Unit Kitchens,11,3
11 26 16,Wood Unit Kitchens,11,3
11 26 19,Plastic-Laminate-Clad Unit Kitchens,11,3
11 27 00,Photographic Processing Equipment,11,2
11 27 13,Darkroom Processing Equipment,11,3
11 27 16,Film Transfer Cabinets,11,3
11 28 00,Office Equipment,11,2
11 28 13,Computers,11,3
11 28 16,Printers,11,3
11 28 19,Self-Contained Facsimile Machines,11,3
11 28 23,Copiers,11,3
11 29 00,"Postal, Packaging, and Shipping Equipment",11,2
11 29 23,Packaging Equipment,11,3
11 29 33,Shipping Equipment,11,3
11 29 55,Postal Equipment,11,3
11 30 00,Residential Equipment,11,2
11 31 00,Residential Appliances,11,2
11 31 13,Residential Kitchen Appliances,11,3
11 31 23,Residential Laundry Appliances,11,3
11 33 00,Retractable Stairs,11,2
11 40 00,Foodservice Equipment,11,2
11 41 00,Food Storage Equipment,11,2
11 41 13,Refrigerated Food Storage Cases,11,3
11 41 23,Walk-In Coolers,11,3
11 41 26,Walk-In Freezers,11,3
11 42 00,Food Preparation Equipment,11,2
11 43 00,Food Delivery Carts and Conveyors,11,2
11 43 13,Food Delivery Carts,11,3
11 43 16,Food Delivery Conveyors,11,3
11 44 00,Food Cooking Equipment,11,2
11 44 13,Commercial Ranges,11,3
11 44 16,Commercial Ovens,11,3
11 46 00,Food Dispensing Equipment,11,2
11 46 13,Bar Equipment,11,3
11 46 16,Service Line Equipment,11,3
11 46 19,Soda Fountain Equipment,11,3
11 47 00,Ice Machines,11,2
11 48 00,Cleaning and Disposal Equipment,11,2
11 48 13,Commercial Dishwashers,11,3
11 50 00,Educational and Scientific Equipment,11,2
11 51 00,Library Equipment,11,2
11 51 13,Automated Book Storage and Retrieval Systems,11,3
11 51 16,Book Depositories,11,3
11 51 19,Book Theft Protection Equipment,11,3
